freq[MHz],db:Trc1_S21,ang:Trc1_S21,db:Trc2_S31,ang:Trc2_S31,db:Trc3_S41,ang:Trc3_S41,db:Trc4_S11,ang:Trc4_S11,db:Mem5[Trc3]_S41,ang:Mem5[Trc3]_S41
164,-7.967230489990254E+000,-7.782107211053576E+000,-8.673138783772028E+000,-1.200470642989955E+002,-8.679733210908404E+000,1.404862249295050E+002,-4.808444276640952E+000,1.673180329955940E+002,-7.942472957809101E+000,2.503286084835744E+001
165,-8.059990200519563E+000,-8.082049267322473E+000,-8.797675190533779E+000,-1.196996629728944E+002,-8.686987719467560E+000,1.398886488235220E+002,-4.867334206069061E+000,1.676222479368208E+002,-7.894941544573223E+000,2.313755496708087E+001
166,-7.893976574060171E+000,-8.109803464137826E+000,-8.676122726609227E+000,-1.207595740658547E+002,-8.761424031592226E+000,1.385461210986160E+002,-4.827651039861894E+000,1.678805880573491E+002,-8.071654263821699E+000,2.093129497738250E+001
167,-7.973619880638866E+000,-9.005103148552630E+000,-8.790633796122942E+000,-1.215621218433839E+002,-8.695533660013298E+000,1.374622966657286E+002,-4.782139116821500E+000,1.672948775282211E+002,-7.983757165297506E+000,1.917030932952489E+001
168,-7.866724357536500E+000,-8.826271663615909E+000,-8.910830781304322E+000,-1.221876744091777E+002,-8.770491965644000E+000,1.355131520474670E+002,-4.828078304151549E+000,1.675603227233200E+002,-8.013795041281068E+000,1.724894697915874E+001
169,-7.988250808465364E+000,-9.048326259777420E+000,-8.869209479232090E+000,-1.235139759948085E+002,-8.707539537396752E+000,1.342291727077879E+002,-4.918113281267758E+000,1.676091260900670E+002,-7.988603245832603E+000,1.462331754496004E+001
170,-7.948451678973900E+000,-9.608207273941769E+000,-8.823577445739204E+000,-1.239982166967864E+002,-8.706964599779784E+000,1.330843646724556E+002,-4.861446762320119E+000,1.677437209228504E+002,-7.979313748323487E+000,1.264692388575874E+001
171,-7.866755093122309E+000,-9.370297866744288E+000,-8.763959144704884E+000,-1.245628322580354E+002,-8.758039106293012E+000,1.310042819802317E+002,-4.942705157707205E+000,1.677944263544268E+002,-8.140160492594221E+000,1.012376915363478E+001
172,-7.837875161761165E+000,-9.746480574610605E+000,-8.689198489333032E+000,-1.249356613934819E+002,-8.651854541899761E+000,1.302074766333305E+002,-4.882798734836605E+000,1.682533309033481E+002,-8.090834022768584E+000,8.418454562801950E+000
173,-7.941943974059630E+000,-9.996857949935544E+000,-8.860109876046222E+000,-1.262164633857895E+002,-8.526511176513159E+000,1.284714915752418E+002,-4.903805505726008E+000,1.677218048004290E+002,-7.906397200101782E+000,6.294912596360666E+000
174,-7.904138877200107E+000,-1.046117632687458E+001,-8.848228368871213E+000,-1.268469706695460E+002,-8.651639113723766E+000,1.269834864142315E+002,-4.890777669329790E+000,1.674749677425117E+002,-7.988450806946196E+000,3.965789668606012E+000
175,-7.909247563212134E+000,-9.978313627979718E+000,-8.877878628581298E+000,-1.272716569438341E+002,-8.526090580416158E+000,1.265702501355660E+002,-4.881830796580277E+000,1.681464776275496E+002,-7.958127294939435E+000,3.333870938976712E+000
176,-8.037974032318257E+000,-9.920386123673842E+000,-8.931541212571116E+000,-1.281807241833013E+002,-8.581168652291503E+000,1.247577508832484E+002,-4.944791019093564E+000,1.678808934094106E+002,-8.043582487779176E+000,-9.833068220003906E-003
177,-7.956809926537364E+000,-1.043618242620881E+001,-8.896221893172470E+000,-1.290272363375248E+002,-8.672777476957576E+000,1.232688770492585E+002,-4.928565796902807E+000,1.683093220049884E+002,-8.115516761996615E+000,-1.991493534872570E+000
178,-7.931658444000886E+000,-1.094944347949032E+001,-8.870986318307892E+000,-1.296113322801497E+002,-8.512954577575805E+000,1.221907349228940E+002,-4.889584458971894E+000,1.680829063946123E+002,-8.020448292409213E+000,-4.043734083976008E+000
179,-7.969280150185892E+000,-1.082200407774985E+001,-8.870438452309921E+000,-1.303069650037222E+002,-8.557961955798266E+000,1.210302189859996E+002,-4.909001979761586E+000,1.685323278751272E+002,-8.074397327496993E+000,-6.012615636204208E+000
180,-7.890614127361805E+000,-1.140369517737156E+001,-8.765508334726485E+000,-1.306095713939185E+002,-8.569046354459529E+000,1.192691706321621E+002,-4.872373484478641E+000,1.685591455728114E+002,-8.173775823877536E+000,-8.439322577058368E+000
181,-7.908819045112727E+000,-1.156700064593202E+001,-8.922309186216435E+000,-1.317191507111946E+002,-8.530077127126097E+000,1.174774924728956E+002,-4.909122756872541E+000,1.686157519584487E+002,-8.018881034484815E+000,-1.046321721178708E+001
182,-8.001965308569783E+000,-1.127093058558957E+001,-8.986124906642372E+000,-1.326044847817101E+002,-8.477762983273847E+000,1.164682488324243E+002,-4.849368698446107E+000,1.679465074458782E+002,-8.028274521047420E+000,-1.234763888233172E+001
183,-7.910680504948386E+000,-1.272042408345896E+001,-8.975833464974054E+000,-1.329268939302641E+002,-8.625990608723106E+000,1.147535217647087E+002,-4.856950206084397E+000,1.686308767743163E+002,-8.138261396920507E+000,-1.427032527358404E+001
184,-8.060276238690854E+000,-1.196986513059441E+001,-8.932560574391918E+000,-1.337389109858416E+002,-8.497562791130656E+000,1.133341327426251E+002,-4.927728260243560E+000,1.685638593429535E+002,-8.111542206713239E+000,-1.739463873402617E+001
185,-7.987780226868279E+000,-1.223376594269505E+001,-8.987204066019913E+000,-1.344597014545325E+002,-8.571278829517421E+000,1.122410869385663E+002,-4.806974331600224E+000,1.685460486546757E+002,-8.173014242772140E+000,-1.827728099138750E+001
186,-8.037031569974266E+000,-1.266432726857304E+001,-8.946323968348761E+000,-1.357668547899535E+002,-8.497697998733925E+000,1.103629372201250E+002,-4.837982661930911E+000,1.686541557870337E+002,-8.137790128594354E+000,-2.077128397115112E+001
187,-7.944562632571900E+000,-1.267482745997910E+001,-8.973084014414964E+000,-1.360291786084747E+002,-8.452066057702172E+000,1.091825039674337E+002,-4.787172838896000E+000,1.688189645347990E+002,-8.093356847731180E+000,-2.257820599178382E+001
188,-7.996601132541671E+000,-1.291870622508071E+001,-8.982585281782558E+000,-1.362549255324422E+002,-8.446569899432733E+000,1.081485464595831E+002,-4.793193941943335E+000,1.685383889617901E+002,-8.193327941031898E+000,-2.509110995658631E+001
189,-8.020586877882632E+000,-1.259638908692613E+001,-9.001246630588748E+000,-1.374793350434108E+002,-8.364421919542266E+000,1.064924662042188E+002,-4.753230610887870E+000,1.688674216551009E+002,-8.034127985282829E+000,-2.696864398734963E+001
190,-8.132634520265039E+000,-1.287688184476054E+001,-9.005107342397343E+000,-1.380680675462429E+002,-8.450413459276916E+000,1.051515927270422E+002,-4.774950087534110E+000,1.691324264290331E+002,-8.082186593583392E+000,-2.921400875124711E+001
191,-8.049404012347626E+000,-1.336693273237454E+001,-9.000814893898893E+000,-1.382578800618866E+002,-8.452409371422164E+000,1.038429349820437E+002,-4.750697848653593E+000,1.689633867668535E+002,-8.185368353267938E+000,-3.106284690332930E+001
192,-7.998124185843926E+000,-1.321315859655657E+001,-9.000265091464057E+000,-1.394763748370991E+002,-8.416980988107701E+000,1.018772654294853E+002,-4.721273205494653E+000,1.690816518347987E+002,-8.185559658855814E+000,-3.337265710099661E+001
193,-8.033399637272733E+000,-1.360684066818237E+001,-9.005471258542301E+000,-1.388445256653430E+002,-8.464168916826724E+000,1.008572235496706E+002,-4.738265493039969E+000,1.690284689855968E+002,-8.213349606784785E+000,-3.553942261538013E+001
194,-8.095147546594376E+000,-1.397881671234457E+001,-9.111271927815752E+000,-1.407934348306797E+002,-8.460923662136162E+000,9.916161872990449E+001,-4.721047271590257E+000,1.688255781768305E+002,-8.182991327402421E+000,-3.750698238999811E+001
195,-8.044855732399405E+000,-1.408970605053257E+001,-9.083173791340041E+000,-1.409027361331976E+002,-8.342035535612306E+000,9.761229578335136E+001,-4.650806665357633E+000,1.681401395806497E+002,-8.161011772124242E+000,-3.985331480513859E+001
196,-8.108715034546567E+000,-1.409080948332345E+001,-9.073499530907846E+000,-1.418904377662752E+002,-8.441880617137510E+000,9.655847111824784E+001,-4.596772953541680E+000,1.690731962151225E+002,-8.211106419635101E+000,-4.178035410303385E+001
197,-8.078449927494530E+000,-1.461021330796940E+001,-9.089384177468045E+000,-1.429104220289319E+002,-8.359001305135038E+000,9.439659979130900E+001,-4.667502246205000E+000,1.684217693974676E+002,-8.178496665525415E+000,-4.404927691832778E+001
198,-8.218409601982838E+000,-1.439347231272913E+001,-9.141225991020409E+000,-1.429583637241813E+002,-8.471774267533199E+000,9.354550908076813E+001,-4.651098211743260E+000,1.684870721788151E+002,-8.294631489978436E+000,-4.592587824762143E+001
199,-8.188708560132099E+000,-1.462637566995553E+001,-9.023400844696537E+000,-1.431424662635355E+002,-8.512131378829022E+000,9.197386739566566E+001,-4.638630179091517E+000,1.685506705939529E+002,-8.375718311018199E+000,-4.834637544928880E+001
200,-8.223970759352829E+000,-1.401125450426222E+001,-9.166097839978210E+000,-1.442524417872425E+002,-8.408480717987271E+000,9.038560339164175E+001,-4.629726903961728E+000,1.687323090067119E+002,-8.258478639166595E+000,-5.047306253531864E+001
201,-8.281819811697689E+000,-1.438815600572034E+001,-9.035337718076569E+000,-1.442875156389877E+002,-8.371838898330031E+000,8.933238727524375E+001,-4.650629189408820E+000,1.686685664112001E+002,-8.275683320775803E+000,-5.215989527809926E+001
202,-8.274088561995180E+000,-1.472885275008355E+001,-9.032077651181991E+000,-1.451024336655974E+002,-8.362284785022652E+000,8.745009658026619E+001,-4.622102021794543E+000,1.688313288389269E+002,-8.241554399550100E+000,-5.446494167546579E+001
203,-8.298433713312551E+000,-1.463541779306963E+001,-9.023768996534523E+000,-1.456262866700280E+002,-8.412654194741887E+000,8.696897806970107E+001,-4.597494026487882E+000,1.682480627826944E+002,-8.387876626143529E+000,-5.614961059875873E+001
204,-8.312590235043629E+000,-1.486152442231105E+001,-9.004519285412897E+000,-1.467942211492340E+002,-8.438002265134561E+000,8.472836003221008E+001,-4.563883987392820E+000,1.684175549568448E+002,-8.401553311625595E+000,-5.852936340016445E+001
205,-8.284681859040431E+000,-1.439375963387386E+001,-8.983551590322943E+000,-1.471380657388880E+002,-8.439166846550297E+000,8.351708284693027E+001,-4.515689987166181E+000,1.687439995638711E+002,-8.422784978096424E+000,-6.072521469857852E+001
206,-8.356778502608561E+000,-1.463985407023488E+001,-9.093554646368739E+000,-1.480269212681312E+002,-8.461531929840154E+000,8.290956157756922E+001,-4.539572755008920E+000,1.681784543195265E+002,-8.449107575070244E+000,-6.204215517768571E+001
207,-8.394112687664743E+000,-1.469768698237665E+001,-9.039026273189627E+000,-1.487825527351270E+002,-8.460765908810782E+000,8.050241493130224E+001,-4.512426642856693E+000,1.681001210159061E+002,-8.433251130268832E+000,-6.493886728909558E+001
208,-8.381075969618502E+000,-1.470708233354968E+001,-9.103450161994255E+000,-1.490816878885444E+002,-8.477267388646997E+000,7.913076104175352E+001,-4.472458093932519E+000,1.676783878391026E+002,-8.441048318810765E+000,-6.723472421372087E+001
209,-8.366928629805690E+000,-1.474068457898036E+001,-9.136758243122362E+000,-1.498722319135802E+002,-8.442173636761527E+000,7.790697202537987E+001,-4.453039980543344E+000,1.680898900662147E+002,-8.420399744003943E+000,-6.871600974829299E+001
210,-8.313701365197547E+000,-1.514184160980417E+001,-9.042155359735441E+000,-1.503260227152129E+002,-8.436337620060312E+000,7.637158372926557E+001,-4.459382260612117E+000,1.679017543175959E+002,-8.490464264613520E+000,-7.073997218468858E+001
211,-8.411088960622168E+000,-1.457801100408844E+001,-8.978894825300850E+000,-1.513579757544664E+002,-8.382864866351239E+000,7.532394591232094E+001,-4.457804934794109E+000,1.678495991422415E+002,-8.476632674273727E+000,-7.230643253082123E+001
212,-8.504921914497187E+000,-1.480663567275556E+001,-9.022482319147661E+000,-1.517041856239014E+002,-8.475147077696782E+000,7.422763338848644E+001,-4.498186798885717E+000,1.673716134513127E+002,-8.540875661096639E+000,-7.455471210153540E+001
213,-8.473278612669597E+000,-1.495519173849430E+001,-9.086901626605572E+000,-1.523559626212248E+002,-8.418349850980041E+000,7.190748290805995E+001,-4.420494762732594E+000,1.673085023249748E+002,-8.454204088289426E+000,-7.733079072531376E+001
214,-8.544029128673124E+000,-1.419634941133072E+001,-9.082150900153701E+000,-1.528347204529347E+002,-8.494640868475150E+000,7.076693576749965E+001,-4.466523307556103E+000,1.673812710918625E+002,-8.535696301933067E+000,-7.919590814534953E+001
215,-8.467958169544302E+000,-1.436498568885240E+001,-9.085257761413459E+000,-1.538863300789073E+002,-8.399076226821563E+000,6.953238059423754E+001,-4.406137030749656E+000,1.672273793575686E+002,-8.487829942194818E+000,-8.092189921566663E+001
216,-8.557202880669601E+000,-1.413810545740052E+001,-9.010312041017984E+000,-1.537665910189260E+002,-8.590568785773828E+000,6.785928914675262E+001,-4.442040224548336E+000,1.668872841242826E+002,-8.658694964219237E+000,-8.381332794092175E+001
217,-8.540198738950265E+000,-1.427570407046467E+001,-9.010694601041356E+000,-1.548054691790497E+002,-8.388801047264648E+000,6.650384870142899E+001,-4.393843461098184E+000,1.669844851499985E+002,-8.501162027893848E+000,-8.542070232751460E+001
218,-8.510779615698851E+000,-1.455786562518000E+001,-9.016725718764340E+000,-1.554511667612020E+002,-8.513316135943818E+000,6.518095505271079E+001,-4.401194732237499E+000,1.665860725722913E+002,-8.609995389570926E+000,-8.748330059911832E+001
219,-8.559629453378316E+000,-1.403703898390734E+001,-8.946423985487796E+000,-1.561328988347137E+002,-8.533217034896568E+000,6.462891067687338E+001,-4.459506782144635E+000,1.664101453562101E+002,-8.756822136040588E+000,-8.891130865920954E+001
220,-8.573494031017798E+000,-1.411090474703937E+001,-9.006962098396576E+000,-1.570982974460177E+002,-8.430476313643867E+000,6.217312680988210E+001,-4.405050474135874E+000,1.664518567599584E+002,-8.566584204211342E+000,-9.149358239998908E+001
221,-8.517081567204258E+000,-1.433723819215491E+001,-8.911939911465716E+000,-1.573819398666570E+002,-8.561393145740556E+000,6.144412180294279E+001,-4.412723907592782E+000,1.662026202846493E+002,-8.751870920949690E+000,-9.318402952349837E+001
222,-8.565668802882634E+000,-1.410113145683663E+001,-8.906700972723428E+000,-1.578587598877577E+002,-8.477819690201004E+000,5.995259344879825E+001,-4.452293268478996E+000,1.661478286698039E+002,-8.686540506675955E+000,-9.520208029800014E+001
223,-8.497859915775136E+000,-1.412193267560708E+001,-8.906415170258297E+000,-1.589951696808576E+002,-8.462207633217389E+000,5.835864611784921E+001,-4.419820434807997E+000,1.659994360339372E+002,-8.679770821204672E+000,-9.725037497042035E+001
224,-8.483012488658389E+000,-1.366196523503856E+001,-8.907610801854627E+000,-1.595825680250831E+002,-8.437027297400347E+000,5.714815860943004E+001,-4.423650991938994E+000,1.663195120299941E+002,-8.709518786544278E+000,-9.901146502517955E+001
225,-8.496801606694515E+000,-1.381098633911348E+001,-8.917211109506308E+000,-1.598519282412082E+002,-8.393711581486684E+000,5.558477709621683E+001,-4.416721917438236E+000,1.658329626386932E+002,-8.631991025245526E+000,-1.013158369668113E+002
226,-8.513233157132396E+000,-1.387891248236547E+001,-8.855340247043500E+000,-1.606923789165240E+002,-8.525688784916397E+000,5.449762339999714E+001,-4.491338930123707E+000,1.657079654673626E+002,-8.803464924214156E+000,-1.030717553068892E+002
227,-8.494488319248484E+000,-1.414928781623885E+001,-8.794137856249213E+000,-1.611157632531211E+002,-8.451347625739812E+000,5.300625116098154E+001,-4.443795876579102E+000,1.654982227542871E+002,-8.714749871393478E+000,-1.050994700821840E+002
228,-8.521208767916424E+000,-1.371324182980028E+001,-8.957801245494560E+000,-1.625197257479968E+002,-8.451531560523430E+000,5.137444924034160E+001,-4.511109039516100E+000,1.652288900521251E+002,-8.723985452576017E+000,-1.073561469046591E+002
229,-8.462299657942047E+000,-1.351639678488263E+001,-8.740085949963261E+000,-1.627721326747411E+002,-8.465406452717790E+000,4.996974530192327E+001,-4.413798884208315E+000,1.651460081577596E+002,-8.746132650764825E+000,-1.095279065539897E+002
230,-8.457021539651011E+000,-1.398540642142560E+001,-8.818461326508697E+000,-1.633427772737755E+002,-8.413694609935975E+000,4.832248235478559E+001,-4.488522063030336E+000,1.651391659811179E+002,-8.696850021897225E+000,-1.116003435172708E+002
231,-8.457952964284605E+000,-1.367623362296958E+001,-8.811024921580632E+000,-1.642030891575373E+002,-8.451406018229831E+000,4.739355994067722E+001,-4.503983986941256E+000,1.646524489214366E+002,-8.768131545913331E+000,-1.132283923192654E+002
232,-8.432450424777651E+000,-1.344836799462753E+001,-8.800165328986765E+000,-1.650085171572960E+002,-8.456305170876826E+000,4.589739300028093E+001,-4.485035058088782E+000,1.646661538916497E+002,-8.794689527088208E+000,-1.151618135694627E+002
233,-8.418289642573640E+000,-1.396589213733066E+001,-8.773505928654689E+000,-1.654271192715933E+002,-8.447974743415658E+000,4.483124011198228E+001,-4.467612935606406E+000,1.645265856023627E+002,-8.769986344516388E+000,-1.168041109224275E+002
234,-8.367747667764084E+000,-1.358385921478149E+001,-8.782134180829882E+000,-1.670908794292128E+002,-8.430688328278821E+000,4.380123485566423E+001,-4.536122669818268E+000,1.643349050589911E+002,-8.803572720690395E+000,-1.187021360711010E+002
235,-8.432900795417273E+000,-1.371663050323147E+001,-8.712479394650156E+000,-1.674998505169831E+002,-8.465726141163618E+000,4.171440440297766E+001,-4.545220209007631E+000,1.642365177234712E+002,-8.825507356856543E+000,-1.210404176375631E+002
236,-8.438227241204698E+000,-1.360170939130111E+001,-8.786757102737120E+000,-1.678131524473806E+002,-8.544219006085443E+000,4.047026683163218E+001,-4.577477885510933E+000,1.643565432611221E+002,-8.903362032549987E+000,-1.229838956751756E+002
237,-8.333813709009094E+000,-1.320003473009305E+001,-8.689314438534543E+000,-1.685326290396787E+002,-8.451095588693207E+000,3.876822648900488E+001,-4.571533697175127E+000,1.643291369664749E+002,-8.841456120801118E+000,-1.255418680461907E+002
238,-8.307815153297662E+000,-1.354062183306811E+001,-8.767385305241515E+000,-1.694010242130148E+002,-8.536291859678588E+000,3.797461000444877E+001,-4.635087667224778E+000,1.637412408275900E+002,-8.916008273673739E+000,-1.268463354104561E+002
239,-8.296203406443413E+000,-1.349338820001018E+001,-8.703297549116561E+000,-1.705861431993131E+002,-8.490810363621863E+000,3.637073696808928E+001,-4.579355141639584E+000,1.641509537251107E+002,-8.897455596425001E+000,-1.288661509581076E+002
240,-8.334013120776204E+000,-1.338784139703050E+001,-8.683318505419912E+000,-1.713116077727046E+002,-8.458080571503261E+000,3.469139786280157E+001,-4.611157997847601E+000,1.639702794898574E+002,-8.858281590343248E+000,-1.312405731980560E+002
241,-8.326779788766675E+000,-1.403202329078142E+001,-8.698107659587276E+000,-1.721049783861780E+002,-8.374571482386529E+000,3.374631565169450E+001,-4.656193785070056E+000,1.640775458475295E+002,-8.833154657083741E+000,-1.325177363881204E+002
242,-8.270698476079019E+000,-1.351848093147152E+001,-8.659070729571686E+000,-1.723221710531133E+002,-8.437704663457796E+000,3.156835680515631E+001,-4.607167288338848E+000,1.640529311589513E+002,-8.860733890973364E+000,-1.354512341044333E+002
243,-8.249751968747541E+000,-1.409253888606942E+001,-8.507154941898152E+000,-1.739096689189361E+002,-8.384970118565637E+000,3.071736115201736E+001,-4.583495876981696E+000,1.636161143686437E+002,-8.818002724830972E+000,-1.369225807352711E+002
244,-8.240927420376798E+000,-1.374383049571213E+001,-8.610993581955915E+000,-1.744458048586920E+002,-8.520321285237177E+000,2.893257342461008E+001,-4.720424905535483E+000,1.634848789453276E+002,-8.950645060575162E+000,-1.393145704860220E+002
245,-8.155176567255339E+000,-1.366801718089418E+001,-8.663442134299993E+000,-1.758422826559811E+002,-8.467832598797211E+000,2.779289378274580E+001,-4.642093591893871E+000,1.635853273454322E+002,-8.902454930227723E+000,-1.409940753043333E+002
246,-8.167813254674808E+000,-1.372517386020988E+001,-8.672852813329042E+000,-1.756941271473596E+002,-8.471222938132469E+000,2.621276263001545E+001,-4.684887127674220E+000,1.634499290507071E+002,-8.915021639547552E+000,-1.431743973403209E+002
247,-8.167804052620879E+000,-1.392826592443165E+001,-8.532557499817415E+000,-1.768540464899642E+002,-8.483985190856958E+000,2.493205219437551E+001,-4.708563025342563E+000,1.634370081733904E+002,-8.943528565799618E+000,-1.449922016440475E+002
248,-8.112289012701087E+000,-1.442120247156544E+001,-8.529502960938467E+000,-1.778050882284342E+002,-8.496267278391549E+000,2.368674594011683E+001,-4.731772728004868E+000,1.635001720185910E+002,-8.968213618467086E+000,-1.467989238486788E+002
249,-8.152524651343759E+000,-1.469862361260065E+001,-8.519818424129186E+000,-1.784328747496276E+002,-8.459979930992216E+000,2.205352483981560E+001,-4.756578983416406E+000,1.631964769776473E+002,-8.927602648615221E+000,-1.491242892978665E+002
250,-8.116276657923974E+000,-1.487045954654219E+001,-8.500590676766334E+000,-1.793521692300666E+002,-8.413504601346427E+000,2.090804626462876E+001,-4.777050104091501E+000,1.631197291996842E+002,-8.875589275973532E+000,-1.507464472305731E+002
251,-8.102458601719052E+000,-1.499355763392567E+001,-8.523058299026882E+000,1.799323578380359E+002,-8.479171255382543E+000,1.929226049847042E+001,-4.787067629450295E+000,1.631082161882540E+002,-8.938431854434048E+000,-1.529429913824484E+002
252,-8.075350852103343E+000,-1.512395394276877E+001,-8.585361414364526E+000,1.792889136159905E+002,-8.500655984394021E+000,1.827495753819575E+001,-4.800947354485559E+000,1.632871746696737E+002,-8.977892314281016E+000,-1.545228197031965E+002
253,-7.979963312363132E+000,-1.514212271411344E+001,-8.416224274245479E+000,1.784966693032920E+002,-8.489742178808411E+000,1.647848469675214E+001,-4.751477183179145E+000,1.634154988486229E+002,-8.955523468616168E+000,-1.570042641479181E+002
254,-8.075415844640888E+000,-1.473054192945762E+001,-8.523787977748617E+000,1.774823963318830E+002,-8.492439434145309E+000,1.514750436447849E+001,-4.813094826315765E+000,1.633792092963880E+002,-8.943739016611513E+000,-1.590572756852166E+002
255,-8.063241700877162E+000,-1.517378568776232E+001,-8.452000648351657E+000,1.766761174029413E+002,-8.473116066935271E+000,1.363479183718856E+001,-4.827978681618993E+000,1.635987967511656E+002,-8.960947673015129E+000,-1.611492717095687E+002
256,-8.001138893472829E+000,-1.569065303827725E+001,-8.493464991226940E+000,1.761498596769296E+002,-8.517283825480865E+000,1.250696404863449E+001,-4.837700141937128E+000,1.634546528760513E+002,-8.993065217369656E+000,-1.629177768679071E+002
257,-7.951183443463384E+000,-1.583217805518279E+001,-8.462472814599327E+000,1.756854200954520E+002,-8.544454558313854E+000,1.095277908317147E+001,-4.860805966128634E+000,1.634166325344820E+002,-9.020999991347090E+000,-1.649659893249087E+002
258,-7.969735491843369E+000,-1.593782757601999E+001,-8.465281473956530E+000,1.744624948569854E+002,-8.477389501851242E+000,9.793600018621035E+000,-4.853104245200968E+000,1.633820699962531E+002,-8.967856077790437E+000,-1.667503679610881E+002
259,-8.001567304508791E+000,-1.627493429946241E+001,-8.502711181030028E+000,1.732676391483244E+002,-8.529329194958031E+000,8.344389347233534E+000,-4.930061293019968E+000,1.631260048867963E+002,-9.018593929219492E+000,-1.686974932831262E+002
260,-8.015947666354201E+000,-1.633057265530383E+001,-8.465133081177212E+000,1.722855189983202E+002,-8.408073993320798E+000,6.694837476198098E+000,-4.871699760288971E+000,1.636687375806150E+002,-8.916039532757806E+000,-1.708711638419690E+002
261,-7.918449657925766E+000,-1.704455436658119E+001,-8.469142950304734E+000,1.717515584740087E+002,-8.525656367486656E+000,5.447829767420391E+000,-4.858103435877935E+000,1.634609798006297E+002,-9.017050941470020E+000,-1.727992495240013E+002
262,-7.995870021193616E+000,-1.666985302828020E+001,-8.450213572346883E+000,1.706673695423238E+002,-8.495439002987695E+000,3.502976033307815E+000,-4.905620380850007E+000,1.633852114085969E+002,-8.984295958505975E+000,-1.753579781160374E+002
263,-7.901213457902739E+000,-1.696644643774467E+001,-8.469046719199051E+000,1.705926685081708E+002,-8.537173733253153E+000,2.536752199569028E+000,-4.907743106841120E+000,1.638906360779986E+002,-9.031191538059806E+000,-1.769894817765449E+002
264,-7.912929856516086E+000,-1.723216515403657E+001,-8.447492060891891E+000,1.688143179233566E+002,-8.532064440443424E+000,9.078482190455468E-001,-4.905276716840944E+000,1.635879580951690E+002,-9.028134904748889E+000,-1.790247015863716E+002
265,-7.960808469739399E+000,-1.717773439025025E+001,-8.404334452549160E+000,1.686442353052147E+002,-8.466948779142122E+000,-2.742185350252375E-001,-4.896298294076432E+000,1.639864493623348E+002,-8.966820278286264E+000,1.790244080495789E+002
266,-7.976152887137638E+000,-1.783876552637077E+001,-8.389705014342427E+000,1.676245298138582E+002,-8.501283977658652E+000,-1.638663015727359E+000,-4.902601840433980E+000,1.638291977638861E+002,-8.995697507010542E+000,1.770764964626838E+002
267,-8.005936163244456E+000,-1.743654465672781E+001,-8.479800764946750E+000,1.667130120307244E+002,-8.512799452045551E+000,-3.321293297943465E+000,-4.942104778463683E+000,1.639646584744791E+002,-8.988697595287711E+000,1.747503644391345E+002
268,-7.968329096142917E+000,-1.800176133463033E+001,-8.467786973178718E+000,1.656480709783185E+002,-8.504954897160131E+000,-4.608734961601504E+000,-4.945656129349473E+000,1.638189506768874E+002,-8.993322456761367E+000,1.728668425523882E+002
269,-7.921388801919067E+000,-1.822608221948973E+001,-8.412546283423982E+000,1.649586509897393E+002,-8.534031174802861E+000,-6.176123553687882E+000,-4.849745578637824E+000,1.636689040644486E+002,-9.024354614539272E+000,1.708162241021926E+002
270,-7.937762787731554E+000,-1.851450130282552E+001,-8.426263085156627E+000,1.639985191455245E+002,-8.516022218451973E+000,-8.035282445187622E+000,-4.890916228744270E+000,1.640130508390743E+002,-9.007953901288627E+000,1.682177697456957E+002
271,-7.924425307488838E+000,-1.879875237519584E+001,-8.516124231227462E+000,1.631658030963749E+002,-8.529057848751577E+000,-9.007754272211674E+000,-4.948885422975312E+000,1.638324789369122E+002,-8.997073924510007E+000,1.666062404647143E+002
272,-7.958288528314312E+000,-1.873382835603472E+001,-8.457269749393504E+000,1.626085931402451E+002,-8.477251040286109E+000,-1.030557723086249E+001,-4.897560438457957E+000,1.640040696641900E+002,-8.964530671823962E+000,1.646886571231601E+002
273,-8.002047188564584E+000,-1.904119477785774E+001,-8.431051754173172E+000,1.616749538199856E+002,-8.533806658651193E+000,-1.196082124994779E+001,-4.890245629841599E+000,1.639293047665959E+002,-9.009336274845420E+000,1.626371527660040E+002
274,-7.949652094196778E+000,-1.930425092660718E+001,-8.477628802316987E+000,1.603694299172330E+002,-8.570730541576065E+000,-1.311691455271041E+001,-4.860161938800202E+000,1.641222833835361E+002,-9.040760318697945E+000,1.606997434031317E+002
275,-7.952129036763482E+000,-1.975443632385672E+001,-8.554544970673286E+000,1.598169059490761E+002,-8.571920178947723E+000,-1.424758863384694E+001,-4.886978911668958E+000,1.642296012945374E+002,-9.030835793069066E+000,1.591038857467228E+002
276,-7.982749829642205E+000,-1.979719208671353E+001,-8.525650204951075E+000,1.591825728270555E+002,-8.521176545187943E+000,-1.586010342677402E+001,-4.945721467068643E+000,1.642354233209891E+002,-8.994195376306976E+000,1.568112601450725E+002
277,-8.037233522108059E+000,-1.983509496527930E+001,-8.487252058499953E+000,1.581842918661236E+002,-8.511021646288706E+000,-1.759681146874245E+001,-4.828013929008944E+000,1.644422694649986E+002,-8.976099341204321E+000,1.544593476225727E+002
278,-7.999453254406601E+000,-2.010112111146336E+001,-8.495254765853620E+000,1.576718634915404E+002,-8.648368766990695E+000,-1.875837005062980E+001,-4.877534218799891E+000,1.640784108470642E+002,-9.094981968808609E+000,1.527118227946203E+002
